user_id,session_date,session_number,fitness_level,primary_goal,muscle_groups,exercises,num_exercises,prescribed_sets,prescribed_reps,duration_minutes,completion_rate,rpe,satisfaction,day_of_week,week_number
user_0000,2025-03-20,50,Beginner,muscle_gain,"arms,legs,chest","Bicep Curl,Dips,Squat,Romanian Deadlift,Bench Press",5,3,12,33,0.91,8,10,Thursday,17
user_0001,2024-10-24,1,Beginner,weight_loss,"back,core,legs","Pull-ups,Deadlift,Crunches,Leg Raises,Leg Press",5,3,13,23,0.56,6,7,Thursday,1
user_0001,2024-10-27,2,Beginner,weight_loss,"back,chest,legs","Deadlift,Face Pulls,Push-ups,Dumbbell Press,Lunges",5,3,14,23,0.89,8,7,Sunday,1
user_0001,2024-10-30,3,Beginner,weight_loss,"chest,core,legs","Bench Press,Push-ups,Russian Twist,Crunches",4,3,15,17,1.0,6,10,Wednesday,1
user_0001,2024-11-02,4,Beginner,weight_loss,"back,chest,core","Face Pulls,Deadlift,Dumbbell Press,Push-ups,Leg Raises,Plank",6,3,13,39,0.9,8,9,Saturday,2
user_0001,2024-11-05,5,Beginner,weight_loss,"chest,back,legs","Chest Dips,Bench Press,Deadlift,Lat Pulldown,Romanian Deadlift",5,3,10,31,0.52,7,4,Tuesday,2
user_0001,2024-11-08,6,Beginner,weight_loss,"legs,chest,core","Leg Curl,Squat,Cable Fly,Push-ups,Russian Twist",5,3,14,24,0.68,6,7,Friday,2
user_0001,2024-11-11,7,Beginner,weight_loss,"legs,core,back","Lunges,Squat,Crunches,Leg Raises,Lat Pulldown,Rows",6,3,12,36,0.94,7,10,Monday,3
user_0001,2024-11-14,8,Beginner,weight_loss,"back,core,legs","Deadlift,Pull-ups,Russian Twist,Plank,Leg Curl,Romanian Deadlift",6,3,12,33,0.64,8,5,Thursday,3
user_0001,2024-11-17,9,Beginner,weight_loss,"chest,legs,back","Dumbbell Press,Cable Fly,Lunges,Squat,Deadlift",5,3,15,30,0.82,6,6,Sunday,3
user_0001,2024-11-20,10,Beginner,weight_loss,"back,chest,core","Deadlift,Face Pulls,Push-ups,Chest Dips",4,3,11,22,0.87,6,7,Wednesday,4
user_0001,2024-11-23,11,Beginner,weight_loss,"legs,core,back","Leg Curl,Squat,Russian Twist,Crunches,Face Pulls,Lat Pulldown",6,3,11,30,0.61,6,5,Saturday,4
user_0001,2024-11-26,12,Beginner,weight_loss,"back,legs,core","Rows,Lat Pulldown,Leg Curl,Leg Press,Leg Raises",5,3,14,27,0.74,7,9,Tuesday,4
user_0001,2024-11-29,13,Beginner,weight_loss,"core,back,chest","Russian Twist,Leg Raises,Face Pulls,Lat Pulldown,Push-ups",5,3,14,24,0.3,7,4,Friday,5
user_0001,2024-12-02,14,Beginner,weight_loss,"back,core,legs","Face Pulls,Pull-ups,Russian Twist,Plank,Lunges,Leg Press",6,3,13,29,0.6,7,4,Monday,5
user_0001,2024-12-05,15,Beginner,weight_loss,"core,back,chest","Leg Raises,Plank,Lat Pulldown,Deadlift",4,3,10,26,0.71,6,6,Thursday,5
user_0001,2024-12-08,16,Beginner,weight_loss,"chest,legs,core","Push-ups,Bench Press,Leg Press,Romanian Deadlift",4,3,13,15,0.56,6,4,Sunday,6
user_0001,2024-12-11,17,Beginner,weight_loss,"chest,legs,back","Chest Dips,Cable Fly,Squat,Leg Press,Rows,Deadlift",6,3,10,26,0.99,6,10,Wednesday,6
user_0001,2024-12-14,18,Beginner,weight_loss,"back,legs,chest","Face Pulls,Pull-ups,Leg Curl,Lunges,Push-ups",5,3,13,20,0.54,8,6,Saturday,6
user_0001,2024-12-17,19,Beginner,weight_loss,"core,chest,back","Plank,Russian Twist,Bench Press,Chest Dips",4,3,10,27,0.68,7,6,Tuesday,7
user_0001,2024-12-20,20,Beginner,weight_loss,"legs,core,back","Lunges,Squat,Cable Crunches,Russian Twist,Rows",5,3,12,30,0.77,8,7,Friday,7
user_0001,2024-12-23,21,Beginner,weight_loss,"back,chest,core","Rows,Face Pulls,Bench Press,Cable Fly,Plank,Russian Twist",6,3,11,26,0.97,6,7,Monday,7
user_0001,2024-12-26,22,Beginner,weight_loss,"chest,core,back","Cable Fly,Dumbbell Press,Plank,Crunches,Deadlift,Face Pulls",6,3,10,35,0.53,7,4,Thursday,8
user_0001,2024-12-29,23,Beginner,weight_loss,"chest,core,back","Cable Fly,Chest Dips,Russian Twist,Crunches,Lat Pulldown,Face Pulls",6,3,12,33,0.92,6,10,Sunday,8
user_0001,2025-01-01,24,Beginner,weight_loss,"legs,core,back","Leg Press,Leg Curl,Plank,Cable Crunches,Deadlift,Face Pulls",6,3,12,39,0.75,8,9,Wednesday,8
user_0001,2025-01-04,25,Beginner,weight_loss,"core,chest,back","Leg Raises,Plank,Dumbbell Press,Cable Fly,Deadlift",5,3,10,32,0.6,7,5,Saturday,9
user_0001,2025-01-07,26,Beginner,weight_loss,"legs,back,core","Lunges,Squat,Rows,Deadlift",4,3,14,16,0.82,8,7,Tuesday,9
user_0001,2025-01-10,27,Beginner,weight_loss,"back,core,chest","Pull-ups,Rows,Cable Crunches,Russian Twist,Cable Fly",5,3,15,28,0.78,6,6,Friday,9
user_0001,2025-01-13,28,Beginner,weight_loss,"legs,chest,back","Leg Curl,Romanian Deadlift,Chest Dips,Bench Press,Deadlift",5,3,15,34,0.66,6,6,Monday,10
user_0001,2025-01-16,29,Beginner,weight_loss,"back,legs,chest","Pull-ups,Lat Pulldown,Lunges,Romanian Deadlift",4,3,15,26,0.76,8,6,Thursday,10
user_0001,2025-01-19,30,Beginner,weight_loss,"chest,core,legs","Push-ups,Dumbbell Press,Cable Crunches,Crunches,Squat,Lunges",6,3,11,32,0.69,7,4,Sunday,10
user_0001,2025-01-22,31,Beginner,weight_loss,"chest,back,core","Chest Dips,Push-ups,Face Pulls,Pull-ups,Plank",5,3,13,35,0.77,8,9,Wednesday,11
user_0001,2025-01-25,32,Beginner,weight_loss,"back,chest,legs","Deadlift,Pull-ups,Cable Fly,Chest Dips",4,3,11,20,0.85,6,9,Saturday,11
user_0001,2025-01-28,33,Beginner,weight_loss,"legs,back,chest","Lunges,Leg Curl,Deadlift,Rows,Dumbbell Press",5,3,10,28,0.99,6,9,Tuesday,11
user_0001,2025-01-31,34,Beginner,weight_loss,"core,chest,back","Cable Crunches,Plank,Chest Dips,Push-ups,Face Pulls,Rows",6,3,11,35,0.56,8,4,Friday,12
user_0001,2025-02-03,35,Beginner,weight_loss,"legs,back,chest","Leg Curl,Leg Press,Rows,Lat Pulldown,Chest Dips,Bench Press",6,3,13,34,1.0,8,9,Monday,12
user_0001,2025-02-06,36,Beginner,weight_loss,"back,legs,core","Lat Pulldown,Pull-ups,Squat,Lunges,Leg Raises",5,3,13,34,0.46,6,6,Thursday,12
user_0001,2025-02-09,37,Beginner,weight_loss,"core,back,chest","Russian Twist,Leg Raises,Rows,Deadlift,Chest Dips,Bench Press",6,3,12,32,0.73,7,6,Sunday,13
user_0001,2025-02-12,38,Beginner,weight_loss,"chest,core,legs","Bench Press,Chest Dips,Russian Twist,Leg Raises",4,3,11,20,0.84,7,8,Wednesday,13
user_0001,2025-02-15,39,Beginner,weight_loss,"core,legs,back","Leg Raises,Cable Crunches,Leg Press,Romanian Deadlift,Pull-ups,Face Pulls",6,3,13,39,0.79,6,7,Saturday,13
user_0001,2025-02-18,40,Beginner,weight_loss,"chest,legs,back","Cable Fly,Chest Dips,Leg Press,Squat,Pull-ups",5,3,11,28,0.66,8,6,Tuesday,14
user_0001,2025-02-21,41,Beginner,weight_loss,"back,core,legs","Pull-ups,Rows,Russian Twist,Cable Crunches,Squat",5,3,14,34,0.72,8,8,Friday,14
user_0001,2025-02-24,42,Beginner,weight_loss,"legs,back,chest","Leg Press,Leg Curl,Face Pulls,Deadlift,Push-ups",5,3,14,32,0.68,8,4,Monday,14
user_0001,2025-02-27,43,Beginner,weight_loss,"legs,back,chest","Leg Press,Romanian Deadlift,Face Pulls,Lat Pulldown,Push-ups,Chest Dips",6,3,12,35,0.66,6,7,Thursday,15
user_0001,2025-03-02,44,Beginner,weight_loss,"chest,back,core","Chest Dips,Cable Fly,Face Pulls,Deadlift,Leg Raises,Plank",6,3,12,35,0.88,8,6,Sunday,15
user_0001,2025-03-05,45,Beginner,weight_loss,"back,chest,core","Pull-ups,Lat Pulldown,Dumbbell Press,Push-ups,Plank,Leg Raises",6,3,11,37,0.8,6,7,Wednesday,15
user_0001,2025-03-08,46,Beginner,weight_loss,"legs,chest,back","Squat,Romanian Deadlift,Dumbbell Press,Cable Fly",4,3,15,21,0.65,7,7,Saturday,16
user_0001,2025-03-11,47,Beginner,weight_loss,"legs,chest,back","Lunges,Leg Press,Cable Fly,Chest Dips,Deadlift,Rows",6,3,13,35,0.88,8,8,Tuesday,16
user_0001,2025-03-14,48,Beginner,weight_loss,"chest,back,core","Push-ups,Dumbbell Press,Face Pulls,Deadlift",4,3,12,21,0.8,8,9,Friday,16
user_0001,2025-03-17,49,Beginner,weight_loss,"chest,core,back","Dumbbell Press,Chest Dips,Plank,Leg Raises,Lat Pulldown,Deadlift",6,3,11,34,0.87,6,8,Monday,17
user_0001,2025-03-20,50,Beginner,weight_loss,"legs,core,chest","Leg Press,Romanian Deadlift,Crunches,Cable Crunches,Chest Dips,Dumbbell Press",6,3,14,33,0.84,6,6,Thursday,17
user_0002,2024-10-24,1,Intermediate,general_fitness,"arms,core,back","Bicep Curl,Tricep Extension,Crunches,Plank,Pull-ups,Lat Pulldown",6,4,15,40,0.78,6,7,Thursday,1
user_0002,2024-10-27,2,Intermediate,general_fitness,"chest,arms,back","Cable Fly,Chest Dips,Tricep Extension,Hammer Curl,Deadlift,Face Pulls,Plank,Lat Pulldown",8,3,10,47,0.82,9,7,Sunday,1
user_0002,2024-10-30,3,Intermediate,general_fitness,"core,legs,chest","Russian Twist,Plank,Leg Press,Leg Curl,Cable Fly",5,3,14,34,1.0,8,8,Wednesday,1
user_0002,2024-11-02,4,Intermediate,general_fitness,"chest,legs,back","Dumbbell Press,Push-ups,Squat,Leg Press,Deadlift,Rows,Face Pulls,Leg Raises",8,4,14,45,0.99,6,10,Saturday,2
user_0002,2024-11-05,5,Intermediate,general_fitness,"core,chest,back","Leg Raises,Russian Twist,Push-ups,Bench Press,Deadlift,Lat Pulldown",6,3,13,33,0.9,8,8,Tuesday,2
user_0002,2024-11-08,6,Intermediate,general_fitness,"arms,core,chest","Hammer Curl,Tricep Extension,Plank,Cable Crunches,Cable Fly,Dumbbell Press,Lat Pulldown",7,4,15,33,0.92,8,9,Friday,2
user_0002,2024-11-11,7,Intermediate,general_fitness,"arms,back,core","Dips,Tricep Extension,Lat Pulldown,Deadlift,Leg Raises,Cable Crunches",6,3,11,27,1.0,9,9,Monday,3
user_0002,2024-11-14,8,Intermediate,general_fitness,"chest,arms,core","Chest Dips,Push-ups,Skull Crushers,Tricep Extension,Crunches",5,4,10,26,0.81,9,6,Thursday,3
user_0002,2024-11-17,9,Intermediate,general_fitness,"arms,shoulders,chest","Tricep Extension,Dips,Shrugs,Overhead Press,Chest Dips,Cable Fly,Russian Twist,Plank",8,4,12,35,0.98,7,7,Sunday,3
user_0002,2024-11-20,10,Intermediate,general_fitness,"chest,shoulders,legs","Chest Dips,Bench Press,Overhead Press,Shrugs,Squat",5,4,11,24,0.87,9,8,Wednesday,4
user_0002,2024-11-23,11,Intermediate,general_fitness,"shoulders,core,arms","Overhead Press,Lateral Raise,Russian Twist,Plank,Tricep Extension,Dips,Crunches,Bench Press",8,4,13,48,0.87,9,7,Saturday,4
user_0002,2024-11-26,12,Intermediate,general_fitness,"back,shoulders,legs","Deadlift,Rows,Overhead Press,Arnold Press,Romanian Deadlift,Squat",6,3,11,27,1.0,6,7,Tuesday,4
user_0002,2024-11-29,13,Intermediate,general_fitness,"shoulders,arms,chest","Overhead Press,Shrugs,Dips,Tricep Extension,Chest Dips,Push-ups",6,3,11,34,1.0,7,9,Friday,5
user_0002,2024-12-02,14,Intermediate,general_fitness,"arms,core,legs","Hammer Curl,Tricep Extension,Cable Crunches,Crunches,Romanian Deadlift,Leg Press",6,4,10,30,1.0,9,10,Monday,5
user_0002,2024-12-05,15,Intermediate,general_fitness,"chest,legs,shoulders","Cable Fly,Chest Dips,Lunges,Leg Press,Shrugs,Lateral Raise,Dips",7,3,11,39,1.0,7,10,Thursday,5
user_0002,2024-12-08,16,Intermediate,general_fitness,"chest,arms,shoulders","Chest Dips,Push-ups,Dips,Tricep Extension,Front Raise,Lateral Raise,Squat,Crunches",8,3,12,47,0.9,6,7,Sunday,6
user_0002,2024-12-11,17,Intermediate,general_fitness,"back,arms,core","Rows,Deadlift,Hammer Curl,Bicep Curl,Crunches,Cable Crunches,Plank,Leg Raises",8,3,15,41,1.0,9,8,Wednesday,6
user_0002,2024-12-14,18,Intermediate,general_fitness,"arms,legs,core","Dips,Hammer Curl,Leg Press,Leg Curl,Russian Twist,Leg Raises,Overhead Press,Lunges",8,4,12,48,0.85,6,7,Saturday,6
user_0002,2024-12-17,19,Intermediate,general_fitness,"core,back,chest","Cable Crunches,Leg Raises,Deadlift,Rows,Push-ups,Dumbbell Press,Lat Pulldown",7,3,13,40,0.95,8,10,Tuesday,7
user_0002,2024-12-20,20,Intermediate,general_fitness,"core,shoulders,arms","Russian Twist,Crunches,Lateral Raise,Shrugs,Tricep Extension,Bicep Curl",6,3,10,26,0.88,6,9,Friday,7
user_0002,2024-12-23,21,Intermediate,general_fitness,"back,core,chest","Pull-ups,Rows,Cable Crunches,Leg Raises,Dumbbell Press,Bench Press",6,4,15,40,0.91,6,7,Monday,7
user_0002,2024-12-26,22,Intermediate,general_fitness,"arms,core,shoulders","Bicep Curl,Hammer Curl,Cable Crunches,Russian Twist,Overhead Press",5,3,10,23,0.99,7,8,Thursday,8
user_0002,2024-12-29,23,Intermediate,general_fitness,"back,arms,legs","Deadlift,Lat Pulldown,Bicep Curl,Hammer Curl,Romanian Deadlift,Leg Curl,Tricep Extension",7,3,12,32,0.78,6,6,Sunday,8
user_0002,2025-01-01,24,Intermediate,general_fitness,"shoulders,core,arms","Overhead Press,Arnold Press,Crunches,Plank,Dips,Skull Crushers,Russian Twist,Bicep Curl",8,3,11,41,1.0,9,9,Wednesday,8
user_0002,2025-01-04,25,Intermediate,general_fitness,"chest,core,legs","Push-ups,Dumbbell Press,Plank,Crunches,Leg Curl",5,4,10,29,0.75,7,7,Saturday,9
user_0002,2025-01-07,26,Intermediate,general_fitness,"arms,shoulders,legs","Tricep Extension,Bicep Curl,Arnold Press,Front Raise,Squat,Leg Curl,Lateral Raise,Dumbbell Press",8,4,12,35,0.72,8,9,Tuesday,9
user_0002,2025-01-10,27,Intermediate,general_fitness,"shoulders,back,legs","Shrugs,Lateral Raise,Face Pulls,Lat Pulldown,Squat,Leg Press,Pull-ups,Dumbbell Press",8,3,13,39,1.0,9,9,Friday,9
user_0002,2025-01-13,28,Intermediate,general_fitness,"legs,chest,arms","Leg Press,Romanian Deadlift,Dumbbell Press,Chest Dips,Bicep Curl",5,3,11,33,1.0,9,10,Monday,10
user_0002,2025-01-16,29,Intermediate,general_fitness,"chest,core,arms","Chest Dips,Bench Press,Cable Crunches,Russian Twist,Dips,Bicep Curl,Romanian Deadlift",7,4,10,37,0.99,7,10,Thursday,10
user_0002,2025-01-19,30,Intermediate,general_fitness,"back,core,legs","Deadlift,Lat Pulldown,Crunches,Plank,Lunges,Romanian Deadlift,Dumbbell Press",7,4,11,45,0.99,7,10,Sunday,10
user_0002,2025-01-22,31,Intermediate,general_fitness,"chest,back,legs","Cable Fly,Dumbbell Press,Face Pulls,Lat Pulldown,Leg Press",5,4,13,24,0.9,8,8,Wednesday,11
user_0002,2025-01-25,32,Intermediate,general_fitness,"arms,back,shoulders","Tricep Extension,Dips,Deadlift,Face Pulls,Shrugs,Lateral Raise,Romanian Deadlift",7,4,13,41,0.77,6,7,Saturday,11
user_0002,2025-01-28,33,Intermediate,general_fitness,"arms,core,back","Dips,Tricep Extension,Leg Raises,Russian Twist,Pull-ups",5,4,11,29,0.91,7,9,Tuesday,11
user_0002,2025-01-31,34,Intermediate,general_fitness,"core,back,shoulders","Plank,Leg Raises,Face Pulls,Lat Pulldown,Arnold Press,Shrugs,Skull Crushers,Bicep Curl",8,4,15,37,0.8,6,7,Friday,12
user_0002,2025-02-03,35,Intermediate,general_fitness,"core,legs,back","Cable Crunches,Leg Raises,Leg Press,Romanian Deadlift,Pull-ups",5,3,12,27,1.0,7,10,Monday,12
user_0002,2025-02-06,36,Intermediate,general_fitness,"legs,shoulders,arms","Leg Press,Squat,Shrugs,Overhead Press,Hammer Curl,Dips",6,3,10,29,0.88,8,8,Thursday,12
user_0002,2025-02-09,37,Intermediate,general_fitness,"legs,shoulders,back","Leg Press,Romanian Deadlift,Overhead Press,Shrugs,Lat Pulldown,Deadlift,Dumbbell Press,Bench Press",8,3,12,38,0.78,7,7,Sunday,13
user_0002,2025-02-12,38,Intermediate,general_fitness,"arms,back,core","Skull Crushers,Dips,Lat Pulldown,Rows,Leg Raises,Crunches,Overhead Press",7,3,13,43,0.85,9,6,Wednesday,13
user_0002,2025-02-15,39,Intermediate,general_fitness,"core,back,arms","Plank,Cable Crunches,Face Pulls,Rows,Hammer Curl,Skull Crushers,Lat Pulldown",7,3,12,45,0.96,8,10,Saturday,13
user_0002,2025-02-18,40,Intermediate,general_fitness,"arms,shoulders,chest","Hammer Curl,Dips,Arnold Press,Lateral Raise,Dumbbell Press,Bench Press,Crunches",7,4,10,37,0.82,8,6,Tuesday,14
user_0002,2025-02-21,41,Intermediate,general_fitness,"back,legs,core","Lat Pulldown,Rows,Leg Curl,Romanian Deadlift,Leg Raises,Crunches,Arnold Press,Tricep Extension",8,4,12,39,0.78,7,8,Friday,14
user_0002,2025-02-24,42,Intermediate,general_fitness,"shoulders,arms,chest","Overhead Press,Shrugs,Tricep Extension,Skull Crushers,Cable Fly,Chest Dips,Lateral Raise",7,3,14,30,0.94,7,9,Monday,14
user_0002,2025-02-27,43,Intermediate,general_fitness,"chest,legs,back","Push-ups,Cable Fly,Leg Curl,Romanian Deadlift,Face Pulls,Pull-ups,Bicep Curl",7,4,14,41,0.94,6,10,Thursday,15
user_0002,2025-03-02,44,Intermediate,general_fitness,"arms,back,shoulders","Tricep Extension,Hammer Curl,Pull-ups,Lat Pulldown,Front Raise",5,3,13,23,0.82,7,7,Sunday,15
